model_date,model_clump,data_hour_offset,data_clump,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-14 10:00:00,0.75,-4,0.75,0.12768626228658803,0.0019714892111113687,0.9725906501788047,0.2578613129436456,0.0013939971200570699,0.9725906501788047,0.941610968699808,0.000912494501227014,0.9725906501788047
2018-05-14 10:00:00,0.75,-2,0.75,0.04810955552806758,0.0012482129854610592,0.9999999639125284,0.1510982643984265,0.0014583545404606264,0.9999999639125284,0.971173260911162,0.0007479160774660279,0.9999999639125284
2018-05-14 10:00:00,0.75,-1,0.75,0.06555233210448609,0.0007395732434965632,0.9999999788874234,0.17176926906477546,0.001238621156757271,0.9999999788874234,0.9768985352046627,0.0002606348958108314,0.9999999788874234
2018-05-14 10:00:00,0.75,0,0.75,0.007211625498749969,0.000501375473378348,0.9999999802216413,0.04360415293473196,0.0007722619019234542,0.9999999802216413,0.996573872839938,0.0002381954147547294,0.9999999802216413
2018-05-14 10:00:00,0.75,1,0.75,0.07792151810591139,0.0009204558958844941,0.999999979388157,0.13318675196325014,0.0007569157666350899,0.999999979388157,0.9720198351614723,0.00033051855661279375,0.999999979388157
2018-05-14 10:00:00,0.75,2,0.75,0.1387340439987817,0.0011906817919663955,0.9999999767712457,0.199961725033952,0.0009020947352943286,0.9999999767712457,0.9481438479600566,0.0004450542509662783,0.9999999767712457
2018-05-14 10:00:00,0.75,4,0.75,0.15142726813284738,0.0013841881395259316,0.999999957220219,0.21165057817130323,0.0010228076002744015,0.999999957220219,0.9352961061460293,0.0005914546538291772,0.999999957220219
2018-05-15 19:00:00,0.75,-4,0.75,0.36249362657286344,0.0023179058075249617,0.9962951882344185,0.47132610855248647,0.0014782600174655337,0.9962951882344185,0.8593843676488149,0.0009055029833465002,0.9962951882344185
2018-05-15 19:00:00,0.75,-2,0.75,0.08745507275021361,0.0008447194113731433,0.999999999879282,0.17506292353283054,0.0007496270500163218,0.999999999879282,0.9658206143402766,0.00033013511540993964,0.999999999879282
2018-05-15 19:00:00,0.75,-1,0.75,0.022281040400701713,0.0004197401336664413,0.9999999999054087,0.1011383961453606,0.0007896908000997394,0.9999999999054087,0.9906484943529603,0.0001761678162096701,0.9999999999054087
2018-05-15 19:00:00,0.75,0,0.75,0.010302031371679723,0.00033078756544565273,0.9999999999082798,0.05802110238057252,0.0006593781783077492,0.9999999999082798,0.9960591538890784,0.00012653649011507413,0.9999999999082798
2018-05-15 19:00:00,0.75,1,0.75,0.02802682804571833,0.00036504318772364675,0.9999999999018013,0.10223656868739946,0.0005312016361142458,0.9999999999018013,0.9896447321523991,0.0001348750553810203,0.9999999999018013
2018-05-15 19:00:00,0.75,2,0.75,0.0461349850136576,0.001105369695715515,0.9999999998413703,0.15405925136252283,0.0016964071087126993,0.9999999998413703,0.9840089596052376,0.00038313682013986847,0.9999999998413703
2018-05-15 19:00:00,0.75,4,0.75,0.04308556865540113,0.0004747593976394518,0.9999999993527425,0.11841041945924209,0.0005500501498283471,0.9999999993527425,0.9826432385921727,0.00019125395922837848,0.9999999993527425
2018-05-17 00:00:00,0.75,-4,0.75,0.3008163913796813,0.001468605424216675,0.999999321365207,0.38989382919024784,0.0009682111532963892,0.999999321365207,0.8604976452575569,0.0006810596787166418,0.999999321365207
2018-05-17 00:00:00,0.75,-2,0.75,0.12550828775765077,0.0012427945377248215,0.9999999065404596,0.25440898078254387,0.001018614969125949,0.9999999065404596,0.9295386112360662,0.0006977151122116715,0.9999999065404596
2018-05-17 00:00:00,0.75,-1,0.75,0.08093796421477668,0.0011363505830615703,0.999999901207325,0.19665060369853646,0.000949229693224414,0.999999901207325,0.954899924767983,0.0006331947842180278,0.999999901207325
2018-05-17 00:00:00,0.75,0,0.75,0.012835222556201365,0.0003294231974023405,0.9999999474761243,0.06310300861894547,0.0006690946489419138,0.9999999474761243,0.9929185829011498,0.0001817485479997167,0.9999999474761243
2018-05-17 00:00:00,0.75,1,0.75,0.04055650317987798,0.00039414242983766155,0.9999999467485532,0.11671847069932481,0.00036336224259345243,0.9999999467485532,0.9786430866718465,0.0002075540308703633,0.9999999467485532
2018-05-17 00:00:00,0.75,2,0.75,0.11273744265963259,0.0013344351341394152,0.9999999396995819,0.2221946194964059,0.0013441228556969444,0.9999999396995819,0.9477011519291956,0.0006190438482040441,0.9999999396995819
2018-05-17 00:00:00,0.75,4,0.75,0.19261594492741815,0.0015803687231002008,0.9721308541775057,0.3445823535128908,0.0014699901177105082,0.9721308541775057,0.9136787545542502,0.000714050815612477,0.9721308541775057
2018-05-19 04:00:00,0.75,-4,0.75,0.020791099570175754,0.00027909177228305226,0.999999999999776,0.09482252038055063,0.0005805274636158769,0.999999999999776,0.983476311295499,0.00022180768023486504,0.999999999999776
2018-05-19 04:00:00,0.75,-2,0.75,0.015413998442901177,0.00014724404705070528,0.9999999999997774,0.08218357672510682,0.000429556300861786,0.9999999999997774,0.9855539420251113,0.00013799768100609155,0.9999999999997774
2018-05-19 04:00:00,0.75,-1,0.75,0.014410492568897194,0.00014429880711307712,0.9999999999997755,0.06658637651516794,0.00028919037521286885,0.9999999999997755,0.9879019154786718,0.00012114361507313762,0.9999999999997755
2018-05-19 04:00:00,0.75,0,0.75,0.003299793426434352,0.00011121938101878708,0.9999999999997775,0.03637612279607546,0.00036808641778059235,0.9999999999997775,0.9972581020581966,9.24155401550812e-05,0.9999999999997775
