model_date,model_clump,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-14 10:00:00,0.0,0.016658275300136804,0.00012934619343608292,0.9999999999999583,0.08366917145326087,0.0002886755975664526,0.9999999999999583,0.9926183613719498,5.7316069080164005e-05,0.9999999999999583
2018-05-14 10:00:00,0.5,0.018160174165462787,9.163316059741618e-05,0.9999999982127522,0.08693654274702273,0.0001435321709556887,0.9999999982127522,0.9919025164893407,4.085852923032841e-05,0.9999999982127522
2018-05-14 10:00:00,0.75,0.01711252771808986,0.0002493895506880515,0.9999999989829376,0.08586077388307144,0.0004659273079199687,0.9999999989829376,0.9918701136099728,0.00011848096011032468,0.9999999989829376
2018-05-14 10:00:00,0.85,0.025366485233839043,0.00025491790822390153,0.9401813527258716,0.10712571030277598,0.0005448463895470493,0.9401813527258716,0.9880967484883018,0.0001321941985081692,0.9401813527258716
2018-05-14 10:00:00,0.9,0.04965188320772705,0.00045835807831415444,0.899540784652889,0.13417915335834962,0.0005891857717277374,0.899540784652889,0.973048896788147,0.0002473121762836912,0.899540784652889
2018-05-15 19:00:00,0.0,0.012130911758226058,6.14744693683184e-05,0.9999999986193903,0.0794139504817398,0.0003218069626657172,0.9999999986193903,0.9952297872989565,2.4173475202475057e-05,0.9999999986193903
2018-05-15 19:00:00,0.5,0.013384414992762089,0.00011595956561836552,0.9999999990050148,0.08373332212196974,0.0003575097935825446,0.9999999990050148,0.9948036695569951,4.5019839963587803e-05,0.9999999990050148
2018-05-15 19:00:00,0.75,0.01818818074480383,0.00014415791725294163,1.0,0.09680168298871568,0.00016167074865888008,1.0,0.9930424574759169,5.514486872235745e-05,1.0
2018-05-15 19:00:00,0.85,0.0207046241252754,0.0002112067089963273,0.9999999993500356,0.10262242444201561,0.00044888854506057273,0.9999999993500356,0.9922878403004924,7.867130837689312e-05,0.9999999993500356
2018-05-15 19:00:00,0.9,0.02624942864060679,0.0003093639918926867,0.9999999987623186,0.11400031530647015,0.0006985631662737962,0.9999999987623186,0.9895852230627715,0.00012274388947990602,0.9999999987623186
2018-05-17 00:00:00,0.0,0.012072745028689439,0.00026946854136052594,0.999999925330231,0.06894675965336289,0.0004619916927058122,0.999999925330231,0.9935111913559116,0.00014483282769036737,0.999999925330231
2018-05-17 00:00:00,0.5,0.01907037221293411,0.00026381268680840793,0.998392880511834,0.08664151043597165,0.00038101094905372025,0.998392880511834,0.9894304570619024,0.00014630650870089103,0.998392880511834
2018-05-17 00:00:00,0.75,0.02121717066010852,0.0002986931976646956,0.9952433296014003,0.09731797869632777,0.00039980023723103767,0.9952433296014003,0.988320595480079,0.0001650836697446422,0.9952433296014003
2018-05-17 00:00:00,0.85,0.02216103672509718,0.00022560382129604628,1.0,0.1034955826597757,0.0005400951615425515,1.0,0.98778246376308,0.00012437698182009882,1.0
2018-05-17 00:00:00,0.9,0.032765107373640814,0.00028632500838665854,0.9927410858131257,0.12251240031029356,0.0005159718304755972,0.9927410858131257,0.9817893726879141,0.0001595086925148877,0.9927410858131257
2018-05-19 04:00:00,0.0,0.005569358991597348,6.122684070789496e-05,0.999999998140341,0.04968359032646937,0.00014247007889035102,0.999999998140341,0.9952286872031276,5.2453506592474385e-05,0.999999998140341
2018-05-19 04:00:00,0.5,0.007868283422490407,6.968884055221675e-05,0.9999895583411261,0.06135981677895898,0.0002673158888816548,0.9999895583411261,0.9933452819875997,5.89403758843604e-05,0.9999895583411261
2018-05-19 04:00:00,0.75,0.007629166874692906,5.9498555262916855e-05,0.9942159100520023,0.06264580175384665,0.0001957546826865733,0.9942159100520023,0.9936860582007325,4.8691334469850543e-05,0.9942159100520023
2018-05-19 04:00:00,0.85,0.006972502973707291,5.860223445268683e-05,0.7725724378248968,0.05681750595598206,0.000192657986727183,0.7725724378248968,0.9944635811064677,4.66876145247248e-05,0.7725724378248968
2018-05-19 04:00:00,0.9,0.017269351355987016,0.0001915962622090143,0.8657896278747759,0.0805246522759148,0.0003685628748589272,0.8657896278747759,0.9868879274947064,0.00014852593705150542,0.8657896278747759
2018-05-21 15:00:00,0.0,0.011241189658125152,9.198088108803834e-05,0.9999986739015839,0.07745842180385015,0.0003430978771063745,0.9999986739015839,0.996302168433639,3.0257456366573917e-05,0.9999986739015839
2018-05-21 15:00:00,0.5,0.020690844007875207,7.675742516932288e-05,0.9999999989717304,0.09783206318023874,0.0002801992025620174,0.9999999989717304,0.9931673967754717,2.5347106696986034e-05,0.9999999989717304
2018-05-21 15:00:00,0.75,0.02728474835655012,0.0001296935492002395,0.9999999982708703,0.11703122607450966,0.0003069059400949651,0.9999999982708703,0.9911048081890652,4.228182652452629e-05,0.9999999982708703
2018-05-21 15:00:00,0.85,0.04005722867667083,0.00025703350321509323,0.9999999953124875,0.1454129574082125,0.00046801070133447925,0.9999999953124875,0.9871536779162327,8.243044458398332e-05,0.9999999953124875
2018-05-21 15:00:00,0.9,0.046253255698234075,0.00022078152070956347,0.999999954976445,0.1568737650628722,0.000517167600398585,0.999999954976445,0.9853382550723142,6.998517817879672e-05,0.999999954976445
2018-05-23 13:00:00,0.0,0.012067476854864019,0.00011409817213169612,0.9999999976160718,0.07556428519966053,0.00033934338306433896,0.9999999976160718,0.9927133918513826,6.889498780864582e-05,0.9999999976160718
2018-05-23 13:00:00,0.5,0.015933201611915544,0.00011342170341334946,0.9999999983781545,0.0838896705209469,0.0002552815501056708,0.9999999983781545,0.9904405828683844,6.804943545655246e-05,0.9999999983781545
