model_date,model_clump,data_date,data_clump,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-14 10:00:00,0.75,2018-05-14 10:00:00,0.75,0.007151601836665661,0.0004789394600359696,0.9999999802216413,0.043454754779136046,0.001046865153732317,0.9999999802216413,0.9966023891153533,0.00022753642605804393,0.9999999802216413
2018-05-14 10:00:00,0.75,2018-05-15 19:00:00,0.75,0.43584447120831954,0.006230528001083373,0.4408786612170625,0.5519041186161944,0.003983553481691154,0.4408786612170625,0.8512675491087013,0.0020837029405577764,0.4408786612170625
2018-05-14 10:00:00,0.75,2018-05-17 00:00:00,0.75,0.2745389120070108,0.002716899426538141,0.9410848469479224,0.39904784234393686,0.0014415127740734811,0.9410848469479224,0.8550916647033734,0.001419696941472034,0.9410848469479224
2018-05-14 10:00:00,0.75,2018-05-19 04:00:00,0.75,0.6631761892846466,0.005935129173665771,0.5319013010964299,0.6173722230140161,0.0022937776320760854,0.5319013010964299,0.4914228458459792,0.004585118260181493,0.5319013010964299
2018-05-14 10:00:00,0.75,2018-05-21 15:00:00,0.75,0.3730304935191496,0.007921317938135925,0.15578156217890446,0.5224505674299469,0.005027214565363321,0.15578156217890446,0.7903931988191546,0.005479055995605203,0.15578156217890446
2018-05-14 10:00:00,0.75,2018-05-23 13:00:00,0.75,0.595218099497145,0.004751049660920002,0.5179578756826947,0.6503656500600705,0.003203456739074877,0.5179578756826947,0.7193918745193024,0.002253634380142162,0.5179578756826947
2018-05-15 19:00:00,0.75,2018-05-14 10:00:00,0.75,0.5926149427109816,0.004638502393121588,0.9583669219266777,0.6327597797471413,0.0023292972424723644,0.9583669219266777,0.727757021522254,0.0021247648234999305,0.9583669219266777
2018-05-15 19:00:00,0.75,2018-05-15 19:00:00,0.75,0.010246784325964249,0.00023463981062438226,0.9999999999082798,0.05759247807215018,0.0005622727747111524,0.9999999999082798,0.996080287595373,8.975699566479292e-05,0.9999999999082798
2018-05-15 19:00:00,0.75,2018-05-17 00:00:00,0.75,0.39338265974191783,0.0014997664729387513,0.9999999957263632,0.5356905020383173,0.0013349625651184025,0.9999999957263632,0.7829638963492951,0.0008274474321927038,0.9999999957263632
2018-05-15 19:00:00,0.75,2018-05-19 04:00:00,0.75,0.40895604202215613,0.011297721370692107,0.45007424593957557,0.516658533709389,0.007326585264758699,0.45007424593957557,0.6980465361693158,0.008289531215632443,0.45007424593957557
2018-05-15 19:00:00,0.75,2018-05-21 15:00:00,0.75,0.7954128713690991,0.008104581230755227,0.5370227595100688,0.7623606370924483,0.004385800160947782,0.5370227595100688,0.6754005968107293,0.003575428323706672,0.5370227595100688
2018-05-15 19:00:00,0.75,2018-05-23 13:00:00,0.75,0.7104345650164049,0.00360371161784552,0.6276053966270796,0.6925099487711449,0.0023644937819866088,0.6276053966270796,0.6388878958263116,0.0018284632070220878,0.6276053966270796
2018-05-17 00:00:00,0.75,2018-05-14 10:00:00,0.75,0.440571683911594,0.007182268122983165,0.8554081719872303,0.5551772904551564,0.006055012018166167,0.8554081719872303,0.8198639088043471,0.002815213559400962,0.8554081719872303
2018-05-17 00:00:00,0.75,2018-05-15 19:00:00,0.75,0.6046906571067154,0.004554405578298638,0.9240366910042382,0.6743500850477184,0.0025209972183856365,0.9240366910042382,0.7782692044304028,0.0017392882491512169,0.9240366910042382
2018-05-17 00:00:00,0.75,2018-05-17 00:00:00,0.75,0.012992912666428167,0.00034385498111532504,0.9999999474761243,0.06320297229853605,0.0005683477426725005,0.9999999474761243,0.9928315825053258,0.00018971081585324848,0.9999999474761243
2018-05-17 00:00:00,0.75,2018-05-19 04:00:00,0.75,1.053182094786764,0.17333767111088696,0.04921311878148676,0.856020064561949,0.060750243173606076,0.04921311878148676,-2.5344240796289963,0.9220190738100451,0.04921311878148676
2018-05-17 00:00:00,0.75,2018-05-21 15:00:00,0.75,0.8214233518950929,0.05419810763205035,0.15056344497822285,0.7616730700662997,0.016645635934754554,0.15056344497822285,0.23429115047932325,0.06323610191930745,0.15056344497822285
2018-05-17 00:00:00,0.75,2018-05-23 13:00:00,0.75,1.000232845914238,0.02312782582625542,0.26479313414452565,0.8933498151502326,0.009661920803006088,0.26479313414452565,-0.23682128103030373,0.035385843878908294,0.26479313414452565
2018-05-19 04:00:00,0.75,2018-05-14 10:00:00,0.75,0.22121719645007643,0.023535729869120864,0.1083147293365376,0.3592001384440313,0.013359251807651785,0.1083147293365376,0.6364539788285228,0.03966174955154455,0.1083147293365376
2018-05-19 04:00:00,0.75,2018-05-15 19:00:00,0.75,1.794565794043907,0.013802799807847599,0.13051414480558846,1.1832999107269349,0.005501183375365318,0.13051414480558846,0.430239485491423,0.003623046571739495,0.13051414480558846
2018-05-19 04:00:00,0.75,2018-05-17 00:00:00,0.75,0.742581831713437,0.02937130871868949,0.03947329319309578,0.7174465352046882,0.01565254985512676,0.03947329319309578,0.5683856745905733,0.017676911870439203,0.03947329319309578
2018-05-19 04:00:00,0.75,2018-05-19 04:00:00,0.75,0.003172044100453612,8.543339354181156e-05,0.9999999999997775,0.03608972902991428,0.00035192466228465907,0.9999999999997775,0.9973642528284742,7.098918497051816e-05,0.9999999999997775
2018-05-19 04:00:00,0.75,2018-05-21 15:00:00,0.75,0.24894682799320833,0.746840483979625,2.522119140988086e-06,0.15778048928597235,0.47334146785791703,2.522119140988086e-06,1.0,0.0,2.522119140988086e-06
