model_date,model_clump,data_date,data_clump,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-21 15:00:00,0.75,2018-05-17 00:00:00,0.75,0.44177526851711024,0.0012431333465533845,0.7243616939381434,0.5246900952091579,0.0008608785787645297,0.7243616939381434,0.7977479834675962,0.0005726995903979755,0.7243616939381434
2018-05-21 15:00:00,0.75,2018-05-19 04:00:00,0.75,0.4250961060837981,0.0022346673121042613,0.7915445975143618,0.5389492289443909,0.0015528869980742407,0.7915445975143618,0.6734777732681599,0.001627324755173482,0.7915445975143618
2018-05-21 15:00:00,0.75,2018-05-21 15:00:00,0.75,0.026408217055157314,0.00015879395326368067,0.9999999982708689,0.11512941495527543,0.00041526821083503335,0.9999999982708689,0.9913905690820112,5.176894630799621e-05,0.9999999982708689
2018-05-21 15:00:00,0.75,2018-05-23 13:00:00,0.75,0.539389872581945,0.002548840326661225,0.8339988582371934,0.5883561976925635,0.0013768794289899184,0.8339988582371934,0.6995042633620806,0.001698112985269205,0.8339988582371934
2018-05-23 13:00:00,0.75,2018-05-14 10:00:00,0.75,0.5066042447128345,0.40558945458264895,0.002431591398959348,0.6022482494850282,0.15595637493357273,0.002431591398959348,-4320.806833855643,2918.3011618183145,0.002431591398959348
2018-05-23 13:00:00,0.75,2018-05-15 19:00:00,0.75,0.5065391933123771,1.5196175799371314,2.671950816253238e-05,0.22506425600534108,0.675192768016023,2.671950816253238e-05,1.0,0.0,2.671950816253238e-05
2018-05-23 13:00:00,0.75,2018-05-17 00:00:00,0.75,0.0,0.0,1.7603430749186888e-47,0.0,0.0,1.7603430749186888e-47,1.0,0.0,1.7603430749186888e-47
2018-05-23 13:00:00,0.75,2018-05-19 04:00:00,0.75,0.7659297805115777,0.004732136783430418,0.3545253337314109,0.7243353165262982,0.001987269720605539,0.3545253337314109,0.430541360639545,0.0036641054179903745,0.3545253337314109
2018-05-23 13:00:00,0.75,2018-05-21 15:00:00,0.75,0.0,0.0,4.838720446037608e-09,0.0,0.0,4.838720446037608e-09,1.0,0.0,4.838720446037608e-09
2018-05-23 13:00:00,0.75,2018-05-23 13:00:00,0.75,0.01836027889491964,0.00016021539812789175,0.9999999965045323,0.09483282901943497,0.00033683751674827475,0.9999999965045323,0.9888120197490288,9.762851209478871e-05,0.9999999965045323
