model_date,model_clump,data_hour_offset,data_clump,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-19 04:00:00,0.75,1,0.75,0.061289503233663264,0.0002918629595912516,0.9999154483801662,0.18438379853939335,0.00042322060970759656,0.9999154483801662,0.9322709439006299,0.00032986958449193813,0.9999154483801662
2018-05-19 04:00:00,0.75,2,0.75,0.15121474292666132,0.0005632658817953643,0.819305871567535,0.27249099793990833,0.0005251542159777188,0.819305871567535,0.850584836749278,0.0005325384071855514,0.819305871567535
2018-05-19 04:00:00,0.75,4,0.75,0.0905733776458156,0.00041103403292432625,0.9127599170950007,0.24015930827396126,0.00043785719477858393,0.9127599170950007,0.9097287961238045,0.00041696961583605793,0.9127599170950007
2018-05-21 15:00:00,0.75,-4,0.75,0.1411976460100735,0.0008853855665265148,0.9317537610997819,0.2900691857099687,0.0006138652169910105,0.9317537610997819,0.9461373003797242,0.0003494968578380296,0.9317537610997819
2018-05-21 15:00:00,0.75,-2,0.75,0.22699168071719905,0.0006264316307599591,0.9806143651119442,0.2769223206894464,0.0005536348025664741,0.9806143651119442,0.9001934749435436,0.00028250780938370853,0.9806143651119442
2018-05-21 15:00:00,0.75,-1,0.75,0.032802005957525644,0.0001952848153540906,0.9998279806704605,0.13978786687745842,0.000456393337240892,0.9998279806704605,0.9888277858526722,6.696563172886278e-05,0.9998279806704605
2018-05-21 15:00:00,0.75,0,0.75,0.02674315771708218,9.99667958178276e-05,0.999999998270876,0.11597222458073779,0.0002891140636402269,0.999999998270876,0.9912813739597338,3.2590508510617266e-05,0.999999998270876
2018-05-21 15:00:00,0.75,1,0.75,0.02296515481540206,0.00017949955694163375,0.9986528722560378,0.11517361407144903,0.00039191675592079234,0.9986528722560378,0.9915547664556913,6.582996807636994e-05,0.9986528722560378
2018-05-21 15:00:00,0.75,2,0.75,0.041246037073248074,0.0004852719932656348,0.9630378638485662,0.1484553216465691,0.00040624022328368656,0.9630378638485662,0.985266540129383,0.00017254558409890818,0.9630378638485662
2018-05-21 15:00:00,0.75,4,0.75,0.09625838199367551,0.0005394151724116415,0.9776991855695395,0.23803951630089432,0.0005699955180414165,0.9776991855695395,0.973030734310399,0.0001460876081848546,0.9776991855695395
2018-05-23 13:00:00,0.75,-4,0.75,0.48854750238504147,0.003080910780753015,0.32637079934639024,0.5310845029307291,0.0021219313895207005,0.32637079934639024,0.6919893368671464,0.0043420181991349355,0.32637079934639024
2018-05-23 13:00:00,0.75,-2,0.75,0.20764373302935718,0.005680828502181378,0.3521328480716535,0.3266297047911297,0.0037671691389534272,0.3521328480716535,0.8558885341494928,0.0042965745805615616,0.3521328480716535
2018-05-23 13:00:00,0.75,-1,0.75,0.43943498473187603,0.005026495965748289,0.3455067042804595,0.5256685637937062,0.003016563660782407,0.3455067042804595,0.8575247117336534,0.0014208247651372032,0.3455067042804595
2018-05-23 13:00:00,0.75,0,0.75,0.01842326108523945,0.00017905375224079175,0.9999999965044956,0.09545181046990629,0.00030243784032430484,0.9999999965044956,0.9887736410563361,0.00010910781123736358,0.9999999965044956
2018-05-23 13:00:00,0.75,1,0.75,0.49534112992187185,0.0017663560242075814,0.49404966671036665,0.4754456391870027,0.0011951434346139126,0.49404966671036665,0.6056203992469718,0.0017933143398664352,0.49404966671036665
2018-05-23 13:00:00,0.75,2,0.75,0.8438856698996986,0.004817512004775006,0.48547400746068586,0.6890175714556028,0.0025219579857692687,0.48547400746068586,0.3883925955391721,0.0029477852195337905,0.48547400746068586
2018-05-23 13:00:00,0.75,4,0.75,1.7814250626373318,0.006838675526560214,0.5797959343755255,1.0984921056589831,0.0026044155168541243,0.5797959343755255,-0.08271642296280768,0.0034339127505884463,0.5797959343755255
