model_date,model_clump,perturbation,mse,mse_stdv,mse_conf,mae,mae_stdv,mae_conf,r2,r2_stdv,r2_conf
2018-05-15 19:00:00,0.75,nox/div_1.5,0.008340464760440603,6.0687790101071e-05,0.8922592070955137,0.06768644255882966,0.00019026674951437507,0.8922592070955137,-0.4249643034448953,0.010533090581694493,0.8922592070955137
2018-05-15 19:00:00,0.75,temperature/add_2K,0.029746073724369097,0.00011543224954547505,1.0,0.137264375852065,0.0002650825456738617,1.0,-0.7116756553139745,0.006642307593800183,1.0
2018-05-15 19:00:00,0.75,temperature/sub_2K,0.08321953049776716,0.000498119932354908,1.0,0.22741827619608648,0.000653764200688677,1.0,-9.40273365694759,0.06226674140686082,1.0
2018-05-15 19:00:00,0.75,anthropogenic/mul_1.01,0.003984869190641366,1.7103675797837262e-05,1.0,0.04315987142476417,0.00013651244262422895,1.0,-3.135918599931718,0.017752003259131274,1.0
2018-05-15 19:00:00,0.75,anthropogenic/div_1.01,0.004035020948551663,3.4799440971923395e-05,1.0,0.04602290142333546,0.00014944558774478468,1.0,-7.208117741243072,0.07078969662586593,1.0
2018-05-15 19:00:00,0.75,biogenic/mul_1.01,0.0031460560390498596,4.329007704563553e-05,1.0,0.03545786077224407,0.0002075944010054196,1.0,-5.451142082748969,0.08876842444258781,1.0
2018-05-15 19:00:00,0.75,biogenic/div_1.01,0.007118910139758817,7.177380494623883e-05,1.0,0.05967152609742703,0.00025815235454019385,1.0,-1.081589732745012,0.020986866321253364,1.0
2018-05-15 19:00:00,0.75,aerosols/mul_1.01,0.0033741575295344003,3.709367652222216e-05,1.0,0.03605204726521475,0.00012747543446996673,1.0,-4.966827209836329,0.06559609515807159,1.0
2018-05-15 19:00:00,0.75,aerosols/div_1.01,0.007493742849791546,5.430232585245176e-05,1.0,0.05936642107094323,0.00017449133577044778,1.0,-1.193691474563121,0.015896268614926618,1.0
2018-05-15 19:00:00,0.75,monoterpenes/mul_1.01,0.007172371853614698,3.539999341102679e-05,1.0,0.05803720273653138,0.00017634428907229482,1.0,-0.771409496175223,0.008742977326423738,1.0
2018-05-15 19:00:00,0.75,monoterpenes/div_1.01,0.004024973665055346,3.996541684544613e-05,1.0,0.04068498090700563,0.00021725190320534882,1.0,-2.424940565436351,0.03400747154122312,1.0
2018-05-15 19:00:00,0.75,sesquiterpenes/mul_1.01,0.006818563566254423,4.084218922565468e-05,1.0,0.056594121069933966,0.00018440136154049998,1.0,-0.8409943149288737,0.01102728418428209,1.0
2018-05-15 19:00:00,0.75,sesquiterpenes/div_1.01,0.003354863196856673,4.535226373379072e-05,1.0,0.036479821886895795,0.00020021597690451942,1.0,-4.3994330884150115,0.07299150489003256,1.0
2018-05-15 19:00:00,0.75,so2/mul_1.01,0.006756908814544461,3.6588035584305253e-05,1.0,0.057568667925065174,0.00023310274094475342,1.0,-0.983277990734679,0.01073926668099668,1.0
2018-05-15 19:00:00,0.75,so2/div_1.01,0.0032779875301272056,3.794727991749496e-05,1.0,0.036377624142535855,0.0001416622672303191,1.0,-4.421003982265259,0.06275568581583095,1.0
2018-05-15 19:00:00,0.75,nox/mul_1.01,0.006307979049497803,5.019326836734719e-05,1.0,0.05561977202664592,0.0001586455389791674,1.0,-1.0479808054649655,0.016296003739591166,1.0
2018-05-15 19:00:00,0.75,nox/div_1.01,0.0033703363600475914,5.939753452471196e-05,1.0,0.03678908958754384,0.0002083414532244875,1.0,-5.444669729064073,0.1135784241805006,1.0
2018-05-15 19:00:00,0.75,temperature/add_0.04K,0.003305266596088845,3.662215771962005e-05,1.0,0.03621399986728576,0.0001225584579442847,1.0,-6.455772227984866,0.0826095137916934,1.0
